15450
15489
15472.59961
15409
15372
15479
15422
15368.5
15340
15294
15251
15047
15148
15107.5
15061
15031.5
15020
14988
14915
14958
14956
14932
14906
14955
14913
14823.5
14720
14693
14860
14890
15006
14946
14838
14945
14935
14841.5
14684
14663
14671.5
14752.5
14680.5
14700
14668
14750
14767
14691
14770.5
14743
14795
14885
14876.5
14916
14918
14886
14895
14945.90039
14970
14948
14960
14965
